benchmark	category	status	shift_add	comba_cs	p2_algebraic	bitwuzla	cvc5
bitwidth-32-degree-53-seed-42-identity-point-reduced-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-54-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-53-seed-42-identity-point-original-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-54-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-55-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-54-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-54-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-54-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-55-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-54-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-55-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-55-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-55-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-55-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-56-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-55-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-56-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-56-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-56-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-56-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-56-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-57-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-55-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-56-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-57-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-57-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-57-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-58-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-57-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-57-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-56-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-57-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-58-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-58-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-58-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-58-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-59-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-58-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-58-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-57-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-59-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-6-seed-42-identity-point-original-native-encoding	identity-point	NA	sat	sat	sat	sat	sat
bitwidth-32-degree-6-seed-42-identity-point-reduced-native-encoding	identity-point	NA	sat	sat	sat	sat	sat
bitwidth-32-degree-6-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-59-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-59-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-6-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-59-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-59-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-59-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-58-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-60-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-60-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-59-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-6-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-6-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-6-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-60-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-6-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-60-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-60-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-60-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-60-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-61-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-60-seed-42-root-finding-original-native-encoding	root-finding	sat	sat			sat	sat
bitwidth-32-degree-61-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-61-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-61-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-61-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-62-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-61-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-61-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-62-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-62-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-62-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-61-seed-42-root-finding-original-native-encoding	root-finding	sat	sat			sat	sat
bitwidth-32-degree-62-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-62-seed-42-identity-point-original-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-63-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-62-seed-42-identity-point-reduced-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-63-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-63-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-63-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-62-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-64-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-63-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-64-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-7-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-63-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-7-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-63-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-7-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-64-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-7-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-64-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-64-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-63-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-64-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-64-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-8-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-8-seed-42-identity-point-original-native-encoding	identity-point	NA	sat	sat	sat	sat	sat
bitwidth-32-degree-8-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-8-seed-42-identity-point-reduced-native-encoding	identity-point	NA	sat	sat	sat	sat	sat
bitwidth-32-degree-9-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-64-seed-42-root-finding-original-native-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-9-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-7-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-9-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-7-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-9-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-7-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-7-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-8-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-8-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-8-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-8-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-9-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	unsat
bitwidth-64-degree-10-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-10-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-64-degree-10-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-11-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-64-degree-10-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-9-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	unsat
bitwidth-64-degree-11-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-64-degree-10-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-9-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-9-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-64-degree-10-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-11-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-64-degree-10-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-64-degree-11-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-11-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-64-degree-10-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-11-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat		sat
bitwidth-64-degree-12-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-11-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-12-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-11-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-12-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA					
bitwidth-64-degree-12-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA					
bitwidth-64-degree-12-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-12-seed-42-identity-point-original-native-encoding	identity-point	NA				sat	sat
bitwidth-64-degree-12-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-13-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-13-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA					
bitwidth-64-degree-14-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-64-degree-12-seed-42-identity-point-reduced-native-encoding	identity-point	NA					sat
bitwidth-64-degree-13-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA					
bitwidth-64-degree-13-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-14-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-64-degree-13-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-14-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-64-degree-13-seed-42-identity-point-original-native-encoding	identity-point	NA					sat
bitwidth-64-degree-13-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-14-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-64-degree-13-seed-42-identity-point-reduced-native-encoding	identity-point	NA					sat
bitwidth-64-degree-14-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat		sat
bitwidth-64-degree-14-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat		sat
bitwidth-64-degree-14-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-14-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat					
bitwidth-64-degree-15-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-15-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA					
bitwidth-64-degree-16-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-64-degree-15-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-64-degree-16-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
