benchmark	category	status	shift_add	comba_cs	p2_algebraic	bitwuzla	cvc5
bitwidth-32-degree-24-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-23-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-24-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-25-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-23-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-25-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-24-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-23-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-24-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-25-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-26-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-25-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-24-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-24-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-26-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-25-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-26-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-26-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-27-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-25-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-25-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-27-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-25-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-26-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-27-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-27-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-26-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-28-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-26-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-26-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-28-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-27-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-28-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-27-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-28-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-27-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-27-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-28-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-29-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-28-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-3-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-28-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-3-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-28-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-3-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-29-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-3-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-29-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-29-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-29-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-29-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-30-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-29-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-30-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-3-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-29-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-3-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-3-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-3-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-30-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-30-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-31-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-31-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-30-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-30-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-30-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-31-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-32-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-31-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-30-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-32-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-31-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-31-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-31-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-33-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-31-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-32-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-32-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-32-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-33-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-32-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-32-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-32-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-33-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-33-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-33-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-33-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-33-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-33-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-34-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-34-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-34-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-34-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-34-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-34-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-34-seed-42-identity-point-original-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-35-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-35-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-35-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-34-seed-42-identity-point-reduced-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-35-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-35-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-36-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-36-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-35-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-36-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-35-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-36-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-35-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-36-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-36-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-36-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-36-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-37-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-37-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-37-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-37-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-37-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-37-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-38-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-37-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-38-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-38-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-37-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-38-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-38-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-39-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-38-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-39-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-4-seed-42-identity-point-original-native-encoding	identity-point	NA	sat	sat	sat	sat	sat
bitwidth-32-degree-4-seed-42-identity-point-reduced-native-encoding	identity-point	NA	sat	sat	sat	sat	sat
bitwidth-32-degree-39-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-4-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-38-seed-42-identity-point-original-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-4-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-39-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-38-seed-42-identity-point-reduced-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-39-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-39-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-39-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-39-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-40-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-40-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-40-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-40-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-4-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-40-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-40-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-40-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-4-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-4-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-40-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-4-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-41-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-41-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-41-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-41-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-41-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-41-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-41-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-41-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-42-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-42-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-42-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-42-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-42-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-42-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-42-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-42-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-43-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-43-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-43-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-43-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-44-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-43-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-44-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-43-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-44-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-43-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-44-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-43-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-44-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-45-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-44-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-45-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-44-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-44-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-45-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-45-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-45-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-46-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-45-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-46-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-45-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-46-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-45-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-46-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-46-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-46-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-46-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-47-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-46-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-47-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-47-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-47-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-47-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-47-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-48-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-47-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-47-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-48-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-48-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-48-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-49-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-48-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-48-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-5-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-49-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-5-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-49-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-5-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-48-seed-42-identity-point-original-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-49-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-5-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-48-seed-42-identity-point-reduced-native-encoding	identity-point	NA				sat	sat
bitwidth-32-degree-49-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-49-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-49-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-50-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-49-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-50-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-50-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-50-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-5-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-50-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-50-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-5-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-5-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-5-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	sat
bitwidth-32-degree-50-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-51-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-50-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-51-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-51-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-51-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-52-seed-42-identity-point-reduced-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-51-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-52-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-52-seed-42-identity-point-original-native-encoding	identity-point	NA	unsat	unsat	unsat	unsat	unsat
bitwidth-32-degree-51-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-51-seed-42-identity-point-original-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-52-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-51-seed-42-identity-point-reduced-native-encoding	identity-point	NA				unsat	unsat
bitwidth-32-degree-52-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-52-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-52-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-53-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-53-seed-42-root-finding-reduced-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-53-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				sat	
bitwidth-32-degree-52-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-53-seed-42-root-finding-original-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-53-seed-42-root-finding-reduced-subpolynomial-encoding	root-finding	sat				sat	
bitwidth-32-degree-54-seed-42-identity-point-original-subpolynomial-encoding	identity-point	NA				unsat	
bitwidth-32-degree-53-seed-42-root-finding-original-native-encoding	root-finding	sat	sat	sat	sat	sat	sat
bitwidth-32-degree-54-seed-42-identity-point-reduced-subpolynomial-encoding	identity-point	NA				unsat	
