repo,proof,backend,result,exit_code,wall_time_s,max_rss_kb
mldsa-native,polyvecl_chknorm,sat_cadical_afs,TIMEOUT,124,301.16,3587320
mldsa-native,polyvecl_ntt,smt,SUCCESS,0,5.66,215804
mldsa-native,polyvecl_ntt,sat_cadical,TIMEOUT,124,300.19,5000960
mldsa-native,polyvecl_ntt,sat_minisat,SUCCESS,0,268.38,1709236
mldsa-native,polyvecl_pack_eta,smt,SUCCESS,0,0.44,46560
mldsa-native,polyvecl_pack_eta,sat_cadical,SUCCESS,0,86.55,1167968
mldsa-native,polyvecl_pack_eta,sat_minisat,SUCCESS,0,52.46,458576
mldsa-native,polyvecl_permute_bitrev_to_custom,smt,SUCCESS,0,0.11,35184
mldsa-native,polyvecl_permute_bitrev_to_custom,sat_cadical,SUCCESS,0,32,652644
mldsa-native,polyvecl_permute_bitrev_to_custom,sat_minisat,SUCCESS,0,10.89,239488
mldsa-native,polyvecl_permute_bitrev_to_custom,smt_afs,SUCCESS,0,0.11,35776
mldsa-native,polyvecl_permute_bitrev_to_custom,sat_cadical_afs,SUCCESS,0,31.84,653708
mldsa-native,polyvecl_permute_bitrev_to_custom_native,smt,SUCCESS,0,7,299252
mldsa-native,polyvecl_permute_bitrev_to_custom_native,sat_cadical,SUCCESS,0,216.41,4309992
mldsa-native,polyvecl_permute_bitrev_to_custom_native,sat_minisat,SUCCESS,0,56.35,1383028
mldsa-native,polyvecl_permute_bitrev_to_custom_native,smt_afs,SUCCESS,0,4.43,290904
mldsa-native,polyvecl_permute_bitrev_to_custom_native,sat_cadical_afs,SUCCESS,0,216.66,4310412
mldsa-native,polyvecl_pointwise_acc_montgomery,smt,SUCCESS,0,0.28,45280
mldsa-native,polyvecl_pointwise_acc_montgomery,sat_cadical,SUCCESS,0,59.15,1419420
mldsa-native,polyvecl_pointwise_acc_montgomery,sat_minisat,SUCCESS,0,39.25,500800
mldsa-native,polyvecl_pointwise_acc_montgomery,smt_afs,SUCCESS,0,0.29,45596
mldsa-native,polyvecl_pointwise_acc_montgomery,sat_cadical_afs,SUCCESS,0,58.36,1420512
mldsa-native,polyvecl_pointwise_acc_montgomery_c,smt,SUCCESS,0,111.52,386384
mldsa-native,polyvecl_pointwise_acc_montgomery_c,sat_cadical,TIMEOUT,124,300.17,4370692
mldsa-native,polyvecl_pointwise_acc_montgomery_c,sat_minisat,SUCCESS,0,110.75,1444680
mldsa-native,polyvecl_pointwise_acc_montgomery_c,smt_afs,SUCCESS,0,171.69,315904
mldsa-native,polyvecl_pointwise_acc_montgomery_c,sat_cadical_afs,TIMEOUT,124,300.17,4372744
mldsa-native,polyvecl_pointwise_acc_montgomery_native,smt,SUCCESS,0,1.91,136156
mldsa-native,polyvecl_pointwise_acc_montgomery_native,sat_cadical,SUCCESS,0,246.82,3716224
mldsa-native,polyvecl_pointwise_acc_montgomery_native,sat_minisat,SUCCESS,0,118.63,1314480
mldsa-native,polyvecl_pointwise_acc_montgomery_native,smt_afs,SUCCESS,0,1.3,105120
mldsa-native,polyvecl_pointwise_acc_montgomery_native,sat_cadical_afs,SUCCESS,0,248.91,3718808
mldsa-native,polyvecl_uniform_gamma1,smt,SUCCESS,0,1.1,116432
mldsa-native,polyvecl_uniform_gamma1,sat_cadical,SUCCESS,0,73.47,1257772
mldsa-native,polyvecl_uniform_gamma1,sat_minisat,SUCCESS,0,37.22,448892
mldsa-native,polyvecl_uniform_gamma1_serial,smt,SUCCESS,0,0.87,83648
mldsa-native,polyvecl_uniform_gamma1_serial,sat_cadical,SUCCESS,0,72.8,1340940
mldsa-native,polyvecl_uniform_gamma1_serial,sat_minisat,SUCCESS,0,35.06,466384
mldsa-native,polyvecl_unpack_eta,smt,SUCCESS,0,1.18,113932
mldsa-native,polyvecl_unpack_eta,sat_cadical,SUCCESS,0,81.4,1314832
mldsa-native,polyvecl_unpack_eta,sat_minisat,SUCCESS,0,45.04,456364
mldsa-native,polyvecl_unpack_z,smt,SUCCESS,0,0.98,100980
mldsa-native,polyvecl_unpack_z,sat_cadical,SUCCESS,0,55.78,1322492
mldsa-native,polyvecl_unpack_z,sat_minisat,SUCCESS,0,31.9,460572
mldsa-native,polyw1_pack,smt,SUCCESS,0,0.24,44228
mldsa-native,polyw1_pack,sat_cadical,SUCCESS,0,1.82,184292
mldsa-native,polyw1_pack,sat_minisat,SUCCESS,0,0.73,82660
mldsa-native,polyz_pack,smt,SUCCESS,0,0.49,48268
mldsa-native,polyz_pack,sat_cadical,SUCCESS,0,6.03,291180
mldsa-native,polyz_pack,sat_minisat,SUCCESS,0,2.84,123268
mldsa-native,polyz_unpack,smt,SUCCESS,0,0.29,47456
mldsa-native,polyz_unpack,sat_cadical,SUCCESS,0,0.97,133472
mldsa-native,polyz_unpack,sat_minisat,SUCCESS,0,1.2,64304
mldsa-native,polyz_unpack_c,smt,SUCCESS,0,1.81,48376
mldsa-native,polyz_unpack_c,sat_cadical,SUCCESS,0,19.27,771176
mldsa-native,polyz_unpack_c,sat_minisat,SUCCESS,0,3.85,260420
mldsa-native,polyz_unpack_native,smt,SUCCESS,0,0.49,57316
mldsa-native,polyz_unpack_native,sat_cadical,SUCCESS,0,9.88,339668
mldsa-native,polyz_unpack_native,sat_minisat,SUCCESS,0,7.5,160128
mldsa-native,power2round,smt,SUCCESS,0,0.18,41652
mldsa-native,power2round,sat_cadical,SUCCESS,0,0.16,40812
mldsa-native,power2round,sat_minisat,SUCCESS,0,0.12,27480
mldsa-native,prepare_domain_separation_prefix,smt,SUCCESS,0,0.77,51932
mldsa-native,prepare_domain_separation_prefix,sat_cadical,SUCCESS,0,0.49,58296
mldsa-native,prepare_domain_separation_prefix,sat_minisat,SUCCESS,0,0.45,45552
mldsa-native,reduce32,smt,SUCCESS,0,0.33,43196
mldsa-native,reduce32,sat_cadical,SUCCESS,0,0.61,37464
mldsa-native,reduce32,sat_minisat,SUCCESS,0,0.55,27632
mldsa-native,rej_eta,smt,SUCCESS,0,0.5,35032
mldsa-native,rej_eta,sat_cadical,SUCCESS,0,12.18,712964
mldsa-native,rej_eta,sat_minisat,SUCCESS,0,2.32,201520
mldsa-native,rej_eta_c,smt,SUCCESS,0,1.45,45888
mldsa-native,rej_eta_c,sat_cadical,SUCCESS,0,40.62,2597380
mldsa-native,rej_eta_c,sat_minisat,SUCCESS,0,19.39,833520
mldsa-native,rej_eta_native,smt,SUCCESS,0,1.54,59820
mldsa-native,rej_eta_native,sat_cadical,SUCCESS,0,134.04,6246340
mldsa-native,rej_eta_native,sat_minisat,SUCCESS,0,39.77,1856756
mldsa-native,rej_uniform,smt,SUCCESS,0,9.52,73644
mldsa-native,rej_uniform,sat_cadical,SUCCESS,0,10.98,713572
mldsa-native,rej_uniform,sat_minisat,SUCCESS,0,2.47,201708
mldsa-native,rej_uniform_c,smt,SUCCESS,0,9.56,63432
mldsa-native,rej_uniform_c,sat_cadical,SUCCESS,0,25.55,1569824
mldsa-native,rej_uniform_c,sat_minisat,SUCCESS,0,12.75,513100
mldsa-native,rej_uniform_native,smt,SUCCESS,0,139.5,124420
mldsa-native,rej_uniform_native,sat_cadical,SUCCESS,0,117.8,6247316
mldsa-native,rej_uniform_native,sat_minisat,SUCCESS,0,36.79,1848420
mldsa-native,sample_s1_s2,smt,SUCCESS,0,2.56,221800
mldsa-native,sample_s1_s2,sat_cadical,SUCCESS,0,78.1,1339700
mldsa-native,sample_s1_s2,sat_minisat,SUCCESS,0,58.99,497896
mldsa-native,sample_s1_s2_serial,smt,SUCCESS,0,2.28,192712
mldsa-native,sample_s1_s2_serial,sat_cadical,SUCCESS,0,84.47,1401532
mldsa-native,sample_s1_s2_serial,sat_minisat,SUCCESS,0,59.48,538016
mldsa-native,shake128_absorb,smt,SUCCESS,0,0.24,41708
mldsa-native,shake128_absorb,sat_cadical,SUCCESS,0,0.19,57556
mldsa-native,shake128_absorb,sat_minisat,SUCCESS,0,0.16,33432
mldsa-native,shake128_finalize,smt,SUCCESS,0,0.16,31464
mldsa-native,shake128_finalize,sat_cadical,SUCCESS,0,0.13,32968
mldsa-native,shake128_finalize,sat_minisat,SUCCESS,0,0.13,28952
mldsa-native,shake128_init,smt,SUCCESS,0,0.12,30852
mldsa-native,shake128_init,sat_cadical,SUCCESS,0,0.09,28652
mldsa-native,shake128_init,sat_minisat,SUCCESS,0,0.09,25748
mldsa-native,shake128_release,smt,SUCCESS,0,0.11,31184
mldsa-native,shake128_release,sat_cadical,SUCCESS,0,0.09,28420
mldsa-native,shake128_release,sat_minisat,SUCCESS,0,0.09,25500
mldsa-native,shake128_squeeze,smt,SUCCESS,0,0.23,26336
mldsa-native,shake128_squeeze,sat_cadical,SUCCESS,0,0.21,59832
mldsa-native,shake128_squeeze,sat_minisat,SUCCESS,0,0.18,33740
mldsa-native,shake128x4_absorb_once,smt,SUCCESS,0,0.24,27480
mldsa-native,shake128x4_absorb_once,sat_cadical,SUCCESS,0,0.29,68392
mldsa-native,shake128x4_absorb_once,sat_minisat,SUCCESS,0,0.29,38800
mldsa-native,shake128x4_squeezeblocks,smt,SUCCESS,0,0.43,44416
mldsa-native,shake128x4_squeezeblocks,sat_cadical,SUCCESS,0,0.4,82140
mldsa-native,shake128x4_squeezeblocks,sat_minisat,SUCCESS,0,0.29,44980
mldsa-native,shake256,smt,SUCCESS,0,0.61,48552
mldsa-native,shake256,sat_cadical,SUCCESS,0,0.65,146624
mldsa-native,shake256,sat_minisat,SUCCESS,0,0.56,67284
mldsa-native,shake256_absorb,smt,SUCCESS,0,0.24,41692
mldsa-native,shake256_absorb,sat_cadical,SUCCESS,0,0.19,57512
mldsa-native,shake256_absorb,sat_minisat,SUCCESS,0,0.16,33544
mldsa-native,shake256_finalize,smt,SUCCESS,0,0.17,32140
mldsa-native,shake256_finalize,sat_cadical,SUCCESS,0,0.13,32904
mldsa-native,shake256_finalize,sat_minisat,SUCCESS,0,0.13,29128
mldsa-native,shake256_init,smt,SUCCESS,0,0.12,30824
mldsa-native,shake256_init,sat_cadical,SUCCESS,0,0.09,28704
mldsa-native,shake256_init,sat_minisat,SUCCESS,0,0.09,25464
mldsa-native,shake256_release,smt,SUCCESS,0,0.11,30696
mldsa-native,shake256_release,sat_cadical,SUCCESS,0,0.09,28296
mldsa-native,shake256_release,sat_minisat,SUCCESS,0,0.09,25692
mldsa-native,shake256_squeeze,smt,SUCCESS,0,0.22,26284
mldsa-native,shake256_squeeze,sat_cadical,SUCCESS,0,0.21,59468
mldsa-native,shake256_squeeze,sat_minisat,SUCCESS,0,0.18,34084
mldsa-native,shake256x4_absorb_once,smt,SUCCESS,0,0.23,27116
mldsa-native,shake256x4_absorb_once,sat_cadical,SUCCESS,0,0.29,68300
mldsa-native,shake256x4_absorb_once,sat_minisat,SUCCESS,0,0.29,38920
mldsa-native,shake256x4_squeezeblocks,smt,SUCCESS,0,0.42,44468
mldsa-native,shake256x4_squeezeblocks,sat_cadical,SUCCESS,0,0.35,80560
mldsa-native,shake256x4_squeezeblocks,sat_minisat,SUCCESS,0,0.28,44136
mldsa-native,sign,smt,SUCCESS,0,2.54,46308
mldsa-native,sign,sat_cadical,SUCCESS,0,1.99,57880
mldsa-native,sign,sat_minisat,SUCCESS,0,2.01,50880
mldsa-native,sign_keypair,smt,SUCCESS,0,0.32,32636
mldsa-native,sign_keypair,sat_cadical,SUCCESS,0,0.32,39368
mldsa-native,sign_keypair,sat_minisat,SUCCESS,0,0.31,33936
mldsa-native,sign_keypair_internal,smt,SUCCESS,0,2.09,178520
mldsa-native,sign_keypair_internal,sat_cadical,SUCCESS,0,288.04,3487692
mldsa-native,sign_keypair_internal,sat_minisat,SUCCESS,0,186.2,1223052
mldsa-native,sign_keypair_internal,smt_afs,SUCCESS,0,2.23,145568
mldsa-native,sign_keypair_internal,sat_cadical_afs,SUCCESS,0,298.11,3519756
mldsa-native,sign_open,smt,SUCCESS,0,0.71,45068
mldsa-native,sign_open,sat_cadical,SUCCESS,0,0.63,48956
mldsa-native,sign_open,sat_minisat,SUCCESS,0,0.63,37744
mldsa-native,sign_pk_from_sk,smt,SUCCESS,0,5.17,413904
mldsa-native,sign_pk_from_sk,sat_cadical,SUCCESS,0,284.93,4165328
mldsa-native,sign_pk_from_sk,sat_minisat,SUCCESS,0,119.73,1551692
mldsa-native,sign_pk_from_sk,smt_afs,SUCCESS,0,3.75,428888
mldsa-native,sign_pk_from_sk,sat_cadical_afs,SUCCESS,0,296.16,4108344
mldsa-native,sign_signature,smt,SUCCESS,0,0.54,42908
mldsa-native,sign_signature,sat_cadical,SUCCESS,0,0.61,57056
mldsa-native,sign_signature,sat_minisat,SUCCESS,0,0.7,44448
mldsa-native,sign_signature_extmu,smt,SUCCESS,0,0.37,41488
mldsa-native,sign_signature_extmu,sat_cadical,SUCCESS,0,0.39,40572
mldsa-native,sign_signature_extmu,sat_minisat,SUCCESS,0,0.34,34408
mldsa-native,sign_signature_internal,smt,SUCCESS,0,35.86,1200252
mldsa-native,sign_signature_internal,sat_cadical,TIMEOUT,124,300.77,19621960
mldsa-native,sign_signature_internal,sat_minisat,TIMEOUT,124,300.43,5313016
mldsa-native,sign_signature_internal,smt_afs,SUCCESS,0,38.52,1300708
mldsa-native,sign_signature_internal,sat_cadical_afs,TIMEOUT,124,300.77,19554256
mldsa-native,sign_signature_pre_hash_internal,smt,SUCCESS,0,0.93,47704
mldsa-native,sign_signature_pre_hash_internal,sat_cadical,SUCCESS,0,0.73,68164
mldsa-native,sign_signature_pre_hash_internal,sat_minisat,SUCCESS,0,0.7,52404
mldsa-native,sign_signature_pre_hash_internal,smt_afs,SUCCESS,0,0.96,47864
mldsa-native,sign_signature_pre_hash_internal,sat_cadical_afs,SUCCESS,0,0.76,69460
mldsa-native,sign_signature_pre_hash_shake256,smt,SUCCESS,0,0.4,42464
mldsa-native,sign_signature_pre_hash_shake256,sat_cadical,SUCCESS,0,0.42,43952
mldsa-native,sign_signature_pre_hash_shake256,sat_minisat,SUCCESS,0,0.45,37280
mldsa-native,sign_signature_pre_hash_shake256,smt_afs,SUCCESS,0,0.41,42472
mldsa-native,sign_signature_pre_hash_shake256,sat_cadical_afs,SUCCESS,0,0.43,44888
mldsa-native,sign_verify,smt,SUCCESS,0,0.4,41828
mldsa-native,sign_verify,sat_cadical,SUCCESS,0,0.4,46828
mldsa-native,sign_verify,sat_minisat,SUCCESS,0,0.36,37032
mldsa-native,sign_verify_extmu,smt,SUCCESS,0,0.21,32020
mldsa-native,sign_verify_extmu,sat_cadical,SUCCESS,0,0.2,30132
mldsa-native,sign_verify_extmu,sat_minisat,SUCCESS,0,0.19,27748
mldsa-native,sign_verify_internal,smt,SUCCESS,0,230.85,3756804
mldsa-native,sign_verify_internal,sat_cadical,TIMEOUT,124,300.59,15145692
mldsa-native,sign_verify_internal,sat_minisat,TIMEOUT,124,300.32,5290724
mldsa-native,sign_verify_pre_hash_internal,smt,SUCCESS,0,0.85,46720
mldsa-native,sign_verify_pre_hash_internal,sat_cadical,SUCCESS,0,0.79,60920
mldsa-native,sign_verify_pre_hash_internal,sat_minisat,SUCCESS,0,0.75,48064
mldsa-native,sign_verify_pre_hash_internal,smt_afs,SUCCESS,0,0.88,46464
mldsa-native,sign_verify_pre_hash_internal,sat_cadical_afs,SUCCESS,0,0.63,61716
mldsa-native,sign_verify_pre_hash_shake256,smt,SUCCESS,0,0.35,43136
mldsa-native,sign_verify_pre_hash_shake256,sat_cadical,SUCCESS,0,0.38,44472
mldsa-native,sign_verify_pre_hash_shake256,sat_minisat,SUCCESS,0,0.38,35156
mldsa-native,sign_verify_pre_hash_shake256,smt_afs,SUCCESS,0,0.36,42912
mldsa-native,sign_verify_pre_hash_shake256,sat_cadical_afs,SUCCESS,0,0.51,45116
mldsa-native,sys_check_capability,smt,SUCCESS,0,0.06,20868
mldsa-native,sys_check_capability,sat_cadical,SUCCESS,0,0.07,20812
mldsa-native,sys_check_capability,sat_minisat,SUCCESS,0,0.06,20872
mldsa-native,unpack_hints,smt,SUCCESS,0,2.25,146576
mldsa-native,unpack_hints,sat_cadical,SUCCESS,0,209.2,4058528
mldsa-native,unpack_hints,sat_minisat,SUCCESS,0,80.88,1546800
mldsa-native,unpack_pk,smt,SUCCESS,0,1.11,116500
mldsa-native,unpack_pk,sat_cadical,SUCCESS,0,24.38,752768
mldsa-native,unpack_pk,sat_minisat,SUCCESS,0,5,280028
mldsa-native,unpack_sig,smt,SUCCESS,0,0.95,142968
mldsa-native,unpack_sig,sat_cadical,SUCCESS,0,77.27,1491672
mldsa-native,unpack_sig,sat_minisat,SUCCESS,0,26.87,564772
mldsa-native,unpack_sk,smt,SUCCESS,0,2.49,226816
mldsa-native,unpack_sk,sat_cadical,SUCCESS,0,156.51,2276712
mldsa-native,unpack_sk,sat_minisat,SUCCESS,0,85.92,853260
mldsa-native,use_hint,smt,SUCCESS,0,0.27,42576
mldsa-native,use_hint,sat_cadical,SUCCESS,0,0.29,63404
mldsa-native,use_hint,sat_minisat,SUCCESS,0,0.39,39676
mldsa-native,value_barrier_i64,smt,SUCCESS,0,0.15,31332
mldsa-native,value_barrier_i64,sat_cadical,SUCCESS,0,0.11,34604
mldsa-native,value_barrier_i64,sat_minisat,SUCCESS,0,0.1,27976
mldsa-native,value_barrier_u32,smt,SUCCESS,0,0.14,31400
mldsa-native,value_barrier_u32,sat_cadical,SUCCESS,0,0.11,34620
mldsa-native,value_barrier_u32,sat_minisat,SUCCESS,0,0.1,28052
mldsa-native,value_barrier_u8,smt,SUCCESS,0,0.15,33104
mldsa-native,value_barrier_u8,sat_cadical,SUCCESS,0,0.12,46960
mldsa-native,value_barrier_u8,sat_minisat,SUCCESS,0,0.11,28308
mlkem-native,barrett_reduce,smt,SUCCESS,0,0.36,44040
mlkem-native,barrett_reduce,sat_cadical,SUCCESS,0,0.21,38844
mlkem-native,barrett_reduce,sat_minisat,SUCCESS,0,0.15,26964
mlkem-native,check_pct,smt,SUCCESS,0,1.77,116360
mlkem-native,check_pct,sat_cadical,SUCCESS,0,3.06,349268
mlkem-native,check_pct,sat_minisat,SUCCESS,0,1.47,167292
mlkem-native,ct_cmask_neg_i16,smt,SUCCESS,0,0.16,33656
mlkem-native,ct_cmask_neg_i16,sat_cadical,SUCCESS,0,0.13,47804
mlkem-native,ct_cmask_neg_i16,sat_minisat,SUCCESS,0,0.12,29272
mlkem-native,ct_cmask_nonzero_u16,smt,SUCCESS,0,0.1,32296
mlkem-native,ct_cmask_nonzero_u16,sat_cadical,SUCCESS,0,0.08,34028
mlkem-native,ct_cmask_nonzero_u16,sat_minisat,SUCCESS,0,0.07,24292
mlkem-native,ct_cmask_nonzero_u8,smt,SUCCESS,0,0.1,32572
mlkem-native,ct_cmask_nonzero_u8,sat_cadical,SUCCESS,0,0.09,34304
mlkem-native,ct_cmask_nonzero_u8,sat_minisat,SUCCESS,0,0.08,25104
mlkem-native,ct_cmov_zero,smt,SUCCESS,0,1.1,31672
mlkem-native,ct_cmov_zero,sat_cadical,SUCCESS,0,0.99,104960
mlkem-native,ct_cmov_zero,sat_minisat,SUCCESS,0,1.34,72500
mlkem-native,ct_get_optblocker_i32,smt,SUCCESS,0,0.09,22240
mlkem-native,ct_get_optblocker_i32,sat_cadical,SUCCESS,0,0.09,22572
mlkem-native,ct_get_optblocker_i32,sat_minisat,SUCCESS,0,0.09,22228
mlkem-native,ct_get_optblocker_u32,smt,SUCCESS,0,0.09,22320
mlkem-native,ct_get_optblocker_u32,sat_cadical,SUCCESS,0,0.09,22568
mlkem-native,ct_get_optblocker_u32,sat_minisat,SUCCESS,0,0.09,21932
mlkem-native,ct_get_optblocker_u8,smt,SUCCESS,0,0.09,22244
mlkem-native,ct_get_optblocker_u8,sat_cadical,SUCCESS,0,0.09,22656
mlkem-native,ct_get_optblocker_u8,sat_minisat,SUCCESS,0,0.09,22244
mlkem-native,ct_memcmp,smt,SUCCESS,0,0.63,31856
mlkem-native,ct_memcmp,sat_cadical,SUCCESS,0,0.53,83920
mlkem-native,ct_memcmp,sat_minisat,SUCCESS,0,2.49,51848
mlkem-native,ct_sel_int16,smt,SUCCESS,0,0.2,41824
mlkem-native,ct_sel_int16,sat_cadical,SUCCESS,0,0.15,49556
mlkem-native,ct_sel_int16,sat_minisat,SUCCESS,0,0.13,30352
mlkem-native,ct_sel_uint8,smt,SUCCESS,0,0.16,41828
mlkem-native,ct_sel_uint8,sat_cadical,SUCCESS,0,0.14,48492
mlkem-native,ct_sel_uint8,sat_minisat,SUCCESS,0,0.12,29492
mlkem-native,fqmul,smt,SUCCESS,0,7.31,55008
mlkem-native,fqmul,sat_cadical,SUCCESS,0,0.25,56740
mlkem-native,fqmul,sat_minisat,SUCCESS,0,0.22,32344
mlkem-native,gen_matrix,smt,SUCCESS,0,3.07,194348
mlkem-native,gen_matrix,sat_cadical,SUCCESS,0,91.29,1743328
mlkem-native,gen_matrix,sat_minisat,SUCCESS,0,32.9,702516
mlkem-native,gen_matrix_serial,smt,SUCCESS,0,3.32,228296
mlkem-native,gen_matrix_serial,sat_cadical,SUCCESS,0,103.1,1795184
mlkem-native,gen_matrix_serial,sat_minisat,SUCCESS,0,32.26,737792
mlkem-native,indcpa_dec,smt,SUCCESS,0,18.03,347048
mlkem-native,indcpa_dec,sat_cadical,SUCCESS,0,150.52,5131340
mlkem-native,indcpa_dec,sat_minisat,SUCCESS,0,46.66,2118388
mlkem-native,indcpa_enc,smt,SUCCESS,0,286.29,1183340
mlkem-native,indcpa_enc,sat_cadical,TIMEOUT,124,300.54,14509380
mlkem-native,indcpa_enc,sat_minisat,SUCCESS,0,183.08,5580432
mlkem-native,indcpa_keypair_derand,smt,SUCCESS,0,206.42,1007380
mlkem-native,indcpa_keypair_derand,sat_cadical,TIMEOUT,124,300.84,14182456
mlkem-native,indcpa_keypair_derand,sat_minisat,SUCCESS,0,248.36,5746272
mlkem-native,intt_native_aarch64,smt,SUCCESS,0,0.33,50760
mlkem-native,intt_native_aarch64,sat_cadical,SUCCESS,0,1.08,144720
mlkem-native,intt_native_aarch64,sat_minisat,SUCCESS,0,0.76,71128
mlkem-native,intt_native_x86_64,smt,SUCCESS,0,0.44,54144
mlkem-native,intt_native_x86_64,sat_cadical,SUCCESS,0,2.99,177804
mlkem-native,intt_native_x86_64,sat_minisat,SUCCESS,0,1.55,87712
mlkem-native,invntt_layer,smt,SUCCESS,0,4.27,90276
mlkem-native,invntt_layer,sat_cadical,SUCCESS,0,27.12,997216
mlkem-native,invntt_layer,sat_minisat,SUCCESS,0,16.71,413564
mlkem-native,keccak_absorb_once,smt,SUCCESS,0,4.52,97028
mlkem-native,keccak_absorb_once,sat_cadical,SUCCESS,0,3.28,173516
mlkem-native,keccak_absorb_once,sat_minisat,SUCCESS,0,3.35,107592
mlkem-native,keccak_absorb_once_x4,smt,SUCCESS,0,9.81,237988
mlkem-native,keccak_absorb_once_x4,sat_cadical,SUCCESS,0,13.97,268492
mlkem-native,keccak_absorb_once_x4,sat_minisat,SUCCESS,0,11.19,164172
mlkem-native,keccak_f1600_x1_native_aarch64,smt,SUCCESS,0,0.11,23652
mlkem-native,keccak_f1600_x1_native_aarch64,sat_cadical,SUCCESS,0,0.11,24120
mlkem-native,keccak_f1600_x1_native_aarch64,sat_minisat,SUCCESS,0,0.15,23656
mlkem-native,keccak_f1600_x1_native_aarch64_v84a,smt,SUCCESS,0,0.11,23776
mlkem-native,keccak_f1600_x1_native_aarch64_v84a,sat_cadical,SUCCESS,0,0.11,24084
mlkem-native,keccak_f1600_x1_native_aarch64_v84a,sat_minisat,SUCCESS,0,0.11,23676
mlkem-native,keccak_f1600_x4_native_aarch64_v84a,smt,SUCCESS,0,0.15,25684
mlkem-native,keccak_f1600_x4_native_aarch64_v84a,sat_cadical,SUCCESS,0,0.2,26304
mlkem-native,keccak_f1600_x4_native_aarch64_v84a,sat_minisat,SUCCESS,0,0.15,25696
mlkem-native,keccak_f1600_x4_native_aarch64_v8a_scalar_hybrid,smt,SUCCESS,0,0.11,23380
mlkem-native,keccak_f1600_x4_native_aarch64_v8a_scalar_hybrid,sat_cadical,SUCCESS,0,0.14,23748
mlkem-native,keccak_f1600_x4_native_aarch64_v8a_scalar_hybrid,sat_minisat,SUCCESS,0,0.11,23388
mlkem-native,keccak_f1600_x4_native_aarch64_v8a_v84a_scalar_hybrid,smt,SUCCESS,0,0.11,23416
mlkem-native,keccak_f1600_x4_native_aarch64_v8a_v84a_scalar_hybrid,sat_cadical,SUCCESS,0,0.11,23688
mlkem-native,keccak_f1600_x4_native_aarch64_v8a_v84a_scalar_hybrid,sat_minisat,SUCCESS,0,0.11,23492
mlkem-native,keccak_squeeze_once,smt,SUCCESS,0,7.64,61220
mlkem-native,keccak_squeeze_once,sat_cadical,OOM,6,122.89,29607600
mlkem-native,keccak_squeeze_once,sat_minisat,OOM,6,119.29,27278880
mlkem-native,keccak_squeeze_once,smt_afs,SUCCESS,0,9.49,57304
mlkem-native,keccak_squeeze_once,sat_cadical_afs,OOM,6,105.95,28555028
mlkem-native,keccak_squeezeblocks,smt,SUCCESS,0,6.91,99656
mlkem-native,keccak_squeezeblocks,sat_cadical,OOM,6,110.17,29652152
mlkem-native,keccak_squeezeblocks,sat_minisat,OOM,6,120.96,27320204
mlkem-native,keccak_squeezeblocks,smt_afs,SUCCESS,0,8.46,97564
mlkem-native,keccak_squeezeblocks,sat_cadical_afs,OOM,6,106.9,28823440
mlkem-native,keccak_squeezeblocks_x4,smt,SUCCESS,0,185.68,162916
mlkem-native,keccak_squeezeblocks_x4,sat_cadical,OOM,6,121.63,29008260
mlkem-native,keccak_squeezeblocks_x4,sat_minisat,OOM,6,133.27,27604064
mlkem-native,keccak_squeezeblocks_x4,smt_afs,SUCCESS,0,194.21,280632
mlkem-native,keccak_squeezeblocks_x4,sat_cadical_afs,OOM,6,126.22,29906552
mlkem-native,keccakf1600_extract_bytes,smt,SUCCESS,0,0.21,25476
mlkem-native,keccakf1600_extract_bytes,sat_cadical,SUCCESS,0,0.3,56460
mlkem-native,keccakf1600_extract_bytes,sat_minisat,SUCCESS,0,0.29,35472
mlkem-native,keccakf1600_extract_bytes_BE,smt,SUCCESS,0,0.2,25772
mlkem-native,keccakf1600_extract_bytes_BE,sat_cadical,SUCCESS,0,0.28,53932
mlkem-native,keccakf1600_extract_bytes_BE,sat_minisat,SUCCESS,0,0.26,33788
mlkem-native,keccakf1600_permute,smt,SUCCESS,0,2.77,58140
mlkem-native,keccakf1600_permute,sat_cadical,SUCCESS,0,2.82,95424
mlkem-native,keccakf1600_permute,sat_minisat,SUCCESS,0,3.16,73204
mlkem-native,keccakf1600_permute,smt_afs,SUCCESS,0,5.46,59084
mlkem-native,keccakf1600_permute,sat_cadical_afs,SUCCESS,0,5.47,96368
mlkem-native,keccakf1600_permute_native,smt,SUCCESS,0,5.99,91452
mlkem-native,keccakf1600_permute_native,sat_cadical,SUCCESS,0,6.37,231320
mlkem-native,keccakf1600_permute_native,sat_minisat,SUCCESS,0,6.01,123540
mlkem-native,keccakf1600_xor_bytes,smt,SUCCESS,0,0.59,42100
mlkem-native,keccakf1600_xor_bytes,sat_cadical,SUCCESS,0,0.46,68096
mlkem-native,keccakf1600_xor_bytes,sat_minisat,SUCCESS,0,0.34,41568
mlkem-native,keccakf1600_xor_bytes_BE,smt,SUCCESS,0,0.23,28404
mlkem-native,keccakf1600_xor_bytes_BE,sat_cadical,SUCCESS,0,0.38,66684
mlkem-native,keccakf1600_xor_bytes_BE,sat_minisat,SUCCESS,0,0.28,39172
mlkem-native,keccakf1600x4_extract_bytes,smt,SUCCESS,0,0.43,37108
mlkem-native,keccakf1600x4_extract_bytes,sat_cadical,SUCCESS,0,0.52,117812
