# Multiplication encoding benchmark results
# Date: 2026-04-22T09:05:42+00:00
# Machine: Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz
# Memory: 68Gi
# OS: Ubuntu 24.04.4 LTS
# GCC: gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0
# CBMC: 6.8.0 (cbmc-6.8.0-238-ga9dec53064-dirty)
# Runs: 3 (median), Timeout: 120s, Memlimit: 5GB, Jobs: 8
# Solvers: CaDiCaL 3.0.0, MiniSat 2.2.1, CryptoMiniSat 5.11.21
# Mul encodings: shift-add dadda comba comba-cs
# Adder encodings: ripple brent-kung g-only
# MergeSat: available (cbmc)
# MergeSat: available (smt2_solver)
#
suite	solver	mul_enc	adder_enc	benchmark	time
Starting (smt2, jobs=8, runs=3, timeout=120s)...
# smt2 suite
  [245] cryptominisat/shift-add+brent-kung/barrett_red_8 = .007458
  [247] mergesat/shift-add+brent-kung/barrett_red_8 = .008917
  [240] cadical/shift-add+ripple/barrett_red_8 = .012394
  [244] cadical/shift-add+brent-kung/barrett_red_8 = .012892
  [250] minisat/shift-add+g-only/barrett_red_8 = .006667
  [254] minisat/dadda+ripple/barrett_red_8 = .006503
  [249] cryptominisat/shift-add+g-only/barrett_red_8 = .007288
  [253] cryptominisat/dadda+ripple/barrett_red_8 = .006969
  [255] mergesat/dadda+ripple/barrett_red_8 = .007502
  [251] mergesat/shift-add+g-only/barrett_red_8 = .007907
  [248] cadical/shift-add+g-only/barrett_red_8 = .012610
  [252] cadical/dadda+ripple/barrett_red_8 = .012340
  [262] minisat/dadda+g-only/barrett_red_8 = .006626
  [258] minisat/dadda+brent-kung/barrett_red_8 = .007267
  [257] cryptominisat/dadda+brent-kung/barrett_red_8 = .007672
  [261] cryptominisat/dadda+g-only/barrett_red_8 = .007713
  [259] mergesat/dadda+brent-kung/barrett_red_8 = .008638
  [263] mergesat/dadda+g-only/barrett_red_8 = .009044
  [260] cadical/dadda+g-only/barrett_red_8 = .012559
  [256] cadical/dadda+brent-kung/barrett_red_8 = .013593
  [266] minisat/comba+ripple/barrett_red_8 = .008446
  [267] mergesat/comba+ripple/barrett_red_8 = .012712
  [264] cadical/comba+ripple/barrett_red_8 = .016211
  [265] cryptominisat/comba+ripple/barrett_red_8 = .017672
  [270] minisat/comba+brent-kung/barrett_red_8 = T/O
  [268] cadical/comba+brent-kung/barrett_red_8 = T/O
  [271] mergesat/comba+brent-kung/barrett_red_8 = T/O
  [269] cryptominisat/comba+brent-kung/barrett_red_8 = T/O
  [278] minisat/comba-cs+ripple/barrett_red_8 = .007028
  [277] cryptominisat/comba-cs+ripple/barrett_red_8 = .007756
  [279] mergesat/comba-cs+ripple/barrett_red_8 = .007936
  [274] minisat/comba+g-only/barrett_red_8 = .009659
  [276] cadical/comba-cs+ripple/barrett_red_8 = .012529
  [275] mergesat/comba+g-only/barrett_red_8 = .014456
  [272] cadical/comba+g-only/barrett_red_8 = .018117
  [273] cryptominisat/comba+g-only/barrett_red_8 = .021173
  [282] minisat/comba-cs+brent-kung/barrett_red_8 = .006766
  [286] minisat/comba-cs+g-only/barrett_red_8 = .006592
  [281] cryptominisat/comba-cs+brent-kung/barrett_red_8 = .007539
  [285] cryptominisat/comba-cs+g-only/barrett_red_8 = .007228
  [287] mergesat/comba-cs+g-only/barrett_red_8 = .007474
  [283] mergesat/comba-cs+brent-kung/barrett_red_8 = .008083
  [280] cadical/comba-cs+brent-kung/barrett_red_8 = .012588
  [284] cadical/comba-cs+g-only/barrett_red_8 = .012309
  [288] cadical/shift-add+ripple/bf16_mul_comm = .008658
  [292] cadical/shift-add+brent-kung/bf16_mul_comm = .008623
  [291] mergesat/shift-add+ripple/bf16_mul_comm = .042623
  [295] mergesat/shift-add+brent-kung/bf16_mul_comm = .042689
  [290] minisat/shift-add+ripple/bf16_mul_comm = .044499
  [294] minisat/shift-add+brent-kung/bf16_mul_comm = .044541
  [293] cryptominisat/shift-add+brent-kung/bf16_mul_comm = .275276
  [289] cryptominisat/shift-add+ripple/bf16_mul_comm = .275403
  [296] cadical/shift-add+g-only/bf16_mul_comm = .008643
  [300] cadical/dadda+ripple/bf16_mul_comm = .008787
  [303] mergesat/dadda+ripple/bf16_mul_comm = .030984
  [302] minisat/dadda+ripple/bf16_mul_comm = .031347
  [299] mergesat/shift-add+g-only/bf16_mul_comm = .042575
  [298] minisat/shift-add+g-only/bf16_mul_comm = .044258
  [301] cryptominisat/dadda+ripple/bf16_mul_comm = .044576
  [297] cryptominisat/shift-add+g-only/bf16_mul_comm = .272874
  [304] cadical/dadda+brent-kung/bf16_mul_comm = .008965
  [308] cadical/dadda+g-only/bf16_mul_comm = .008737
  [307] mergesat/dadda+brent-kung/bf16_mul_comm = .030832
  [306] minisat/dadda+brent-kung/bf16_mul_comm = .031450
  [311] mergesat/dadda+g-only/bf16_mul_comm = .030901
  [310] minisat/dadda+g-only/bf16_mul_comm = .031294
  [305] cryptominisat/dadda+brent-kung/bf16_mul_comm = .044500
  [309] cryptominisat/dadda+g-only/bf16_mul_comm = .044270
  [312] cadical/comba+ripple/bf16_mul_comm = .009563
  [316] cadical/comba+brent-kung/bf16_mul_comm = .009609
  [314] minisat/comba+ripple/bf16_mul_comm = .025001
  [318] minisat/comba+brent-kung/bf16_mul_comm = .025073
  [313] cryptominisat/comba+ripple/bf16_mul_comm = .044467
  [317] cryptominisat/comba+brent-kung/bf16_mul_comm = .044514
  [315] mergesat/comba+ripple/bf16_mul_comm = .057251
  [319] mergesat/comba+brent-kung/bf16_mul_comm = .057903
  [324] cadical/comba-cs+ripple/bf16_mul_comm = .008669
  [320] cadical/comba+g-only/bf16_mul_comm = .009641
  [322] minisat/comba+g-only/bf16_mul_comm = .024964
  [327] mergesat/comba-cs+ripple/bf16_mul_comm = .031961
  [326] minisat/comba-cs+ripple/bf16_mul_comm = .039518
  [321] cryptominisat/comba+g-only/bf16_mul_comm = .044541
  [323] mergesat/comba+g-only/bf16_mul_comm = .057374
  [325] cryptominisat/comba-cs+ripple/bf16_mul_comm = .234729
  [328] cadical/comba-cs+brent-kung/bf16_mul_comm = .008849
  [332] cadical/comba-cs+g-only/bf16_mul_comm = .008920
  [331] mergesat/comba-cs+brent-kung/bf16_mul_comm = .031854
  [335] mergesat/comba-cs+g-only/bf16_mul_comm = .031674
  [334] minisat/comba-cs+g-only/bf16_mul_comm = .039589
  [330] minisat/comba-cs+brent-kung/bf16_mul_comm = .039621
  [329] cryptominisat/comba-cs+brent-kung/bf16_mul_comm = .236786
