# Multiplication encoding benchmark results
# Date: 2026-04-22T09:05:42+00:00
# Machine: Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz
# Memory: 68Gi
# OS: Ubuntu 24.04.4 LTS
# GCC: gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0
# CBMC: 6.8.0 (cbmc-6.8.0-238-ga9dec53064-dirty)
# Runs: 3 (median), Timeout: 120s, Memlimit: 5GB, Jobs: 8
# Solvers: CaDiCaL 3.0.0, MiniSat 2.2.1, CryptoMiniSat 5.11.21
# Mul encodings: shift-add dadda comba comba-cs
# Adder encodings: ripple brent-kung g-only
# MergeSat: available (cbmc)
# MergeSat: available (smt2_solver)
#
suite	solver	mul_enc	adder_enc	benchmark	time
smt2	minisat	dadda	brent-kung	bf16_mul_comm	.031450
smt2	minisat	dadda	g-only	bf16_mul_comm	.031294
smt2	minisat	dadda	ripple	bf16_mul_comm	.031347
smt2	minisat	shift-add	brent-kung	bf16_mul_comm	.044541
smt2	minisat	shift-add	g-only	bf16_mul_comm	.044258
smt2	minisat	shift-add	ripple	bf16_mul_comm	.044499
smt2	cadical	comba	brent-kung	bf16_mul_comm_v2	10.587547
smt2	cadical	comba	g-only	bf16_mul_comm_v2	10.608800
smt2	cadical	comba	ripple	bf16_mul_comm_v2	10.585161
smt2	cadical	comba-cs	brent-kung	bf16_mul_comm_v2	11.203537
smt2	cadical	comba-cs	g-only	bf16_mul_comm_v2	11.166050
smt2	cadical	comba-cs	ripple	bf16_mul_comm_v2	11.176149
smt2	cadical	dadda	brent-kung	bf16_mul_comm_v2	27.926345
smt2	cadical	dadda	g-only	bf16_mul_comm_v2	27.892932
smt2	cadical	dadda	ripple	bf16_mul_comm_v2	27.980974
smt2	cadical	shift-add	brent-kung	bf16_mul_comm_v2	22.797217
smt2	cadical	shift-add	g-only	bf16_mul_comm_v2	22.865233
smt2	cadical	shift-add	ripple	bf16_mul_comm_v2	22.929060
smt2	cryptominisat	comba	brent-kung	bf16_mul_comm_v2	42.546276
smt2	cryptominisat	comba	g-only	bf16_mul_comm_v2	42.373249
smt2	cryptominisat	comba	ripple	bf16_mul_comm_v2	42.550413
smt2	cryptominisat	comba-cs	brent-kung	bf16_mul_comm_v2	48.609554
smt2	cryptominisat	comba-cs	g-only	bf16_mul_comm_v2	48.667565
smt2	cryptominisat	comba-cs	ripple	bf16_mul_comm_v2	48.289205
smt2	cryptominisat	dadda	brent-kung	bf16_mul_comm_v2	58.866503
smt2	cryptominisat	dadda	g-only	bf16_mul_comm_v2	58.598716
smt2	cryptominisat	dadda	ripple	bf16_mul_comm_v2	57.835478
smt2	cryptominisat	shift-add	brent-kung	bf16_mul_comm_v2	51.271931
smt2	cryptominisat	shift-add	g-only	bf16_mul_comm_v2	51.384647
smt2	cryptominisat	shift-add	ripple	bf16_mul_comm_v2	51.351984
smt2	mergesat	comba	brent-kung	bf16_mul_comm_v2	T/O
smt2	mergesat	comba	g-only	bf16_mul_comm_v2	T/O
smt2	mergesat	comba	ripple	bf16_mul_comm_v2	T/O
smt2	mergesat	comba-cs	brent-kung	bf16_mul_comm_v2	119.694567
smt2	mergesat	comba-cs	g-only	bf16_mul_comm_v2	118.952461
smt2	mergesat	comba-cs	ripple	bf16_mul_comm_v2	118.557100
smt2	mergesat	dadda	brent-kung	bf16_mul_comm_v2	110.881880
smt2	mergesat	dadda	g-only	bf16_mul_comm_v2	110.068379
smt2	mergesat	dadda	ripple	bf16_mul_comm_v2	108.595685
smt2	mergesat	shift-add	brent-kung	bf16_mul_comm_v2	86.631393
smt2	mergesat	shift-add	g-only	bf16_mul_comm_v2	86.583433
smt2	mergesat	shift-add	ripple	bf16_mul_comm_v2	85.956574
smt2	minisat	comba	brent-kung	bf16_mul_comm_v2	T/O
smt2	minisat	comba	g-only	bf16_mul_comm_v2	T/O
smt2	minisat	comba	ripple	bf16_mul_comm_v2	T/O
smt2	minisat	comba-cs	brent-kung	bf16_mul_comm_v2	T/O
