encoding	benchmark	run	time	result	conflicts
booth	comm_18	1	.004673	unsat	0
booth	comm_18	2	.004665	unsat	0
booth	comm_18	3	.004665	unsat	0
booth	comm_18	4	.004603	unsat	0
booth	comm_18	5	.004692	unsat	0
block4	comm_18	1	.004687	unsat	0
block4	comm_18	2	.004680	unsat	0
block4	comm_18	3	.004656	unsat	0
block4	comm_18	4	.004662	unsat	0
block4	comm_18	5	.004623	unsat	0
sortnet	comm_18	1	.004647	unsat	0
sortnet	comm_18	2	.004684	unsat	0
sortnet	comm_18	3	.004690	unsat	0
sortnet	comm_18	4	.004768	unsat	0
sortnet	comm_18	5	.004679	unsat	0
shift-add	comm_20	1	.005379	unsat	0
shift-add	comm_20	2	.004643	unsat	0
shift-add	comm_20	3	.004632	unsat	0
shift-add	comm_20	4	.004646	unsat	0
shift-add	comm_20	5	.004580	unsat	0
comba-cs	comm_20	1	.004586	unsat	0
comba-cs	comm_20	2	.004733	unsat	0
comba-cs	comm_20	3	.004690	unsat	0
comba-cs	comm_20	4	.004687	unsat	0
comba-cs	comm_20	5	.004625	unsat	0
dadda	comm_20	1	.004660	unsat	0
dadda	comm_20	2	.004661	unsat	0
dadda	comm_20	3	.004599	unsat	0
dadda	comm_20	4	.004592	unsat	0
dadda	comm_20	5	.004723	unsat	0
booth	comm_20	1	.004672	unsat	0
booth	comm_20	2	.004684	unsat	0
booth	comm_20	3	.004643	unsat	0
booth	comm_20	4	.004600	unsat	0
booth	comm_20	5	.004581	unsat	0
block4	comm_20	1	.004575	unsat	0
block4	comm_20	2	.004623	unsat	0
block4	comm_20	3	.004609	unsat	0
block4	comm_20	4	.004715	unsat	0
block4	comm_20	5	.004683	unsat	0
sortnet	comm_20	1	.004687	unsat	0
sortnet	comm_20	2	.004649	unsat	0
sortnet	comm_20	3	.004671	unsat	0
sortnet	comm_20	4	.004708	unsat	0
sortnet	comm_20	5	.004597	unsat	0
shift-add	mul_ineq_12	1	.513939	unsat	15662
shift-add	mul_ineq_12	2	.514476	unsat	15662
shift-add	mul_ineq_12	3	.514411	unsat	15662
shift-add	mul_ineq_12	4	.514290	unsat	15662
shift-add	mul_ineq_12	5	.513309	unsat	15662
comba-cs	mul_ineq_12	1	.513050	unsat	15662
comba-cs	mul_ineq_12	2	.515582	unsat	15662
comba-cs	mul_ineq_12	3	.513690	unsat	15662
comba-cs	mul_ineq_12	4	.513352	unsat	15662
comba-cs	mul_ineq_12	5	.512659	unsat	15662
dadda	mul_ineq_12	1	.491336	unsat	15206
dadda	mul_ineq_12	2	.492339	unsat	15206
dadda	mul_ineq_12	3	.492350	unsat	15206
dadda	mul_ineq_12	4	.493339	unsat	15206
dadda	mul_ineq_12	5	.491754	unsat	15206
booth	mul_ineq_12	1	1.703360	unsat	48620
booth	mul_ineq_12	2	1.697164	unsat	48620
booth	mul_ineq_12	3	1.696689	unsat	48620
booth	mul_ineq_12	4	1.688774	unsat	48620
booth	mul_ineq_12	5	1.690862	unsat	48620
block4	mul_ineq_12	1	.471621	unsat	13617
block4	mul_ineq_12	2	.472462	unsat	13617
block4	mul_ineq_12	3	.472058	unsat	13617
block4	mul_ineq_12	4	.471354	unsat	13617
block4	mul_ineq_12	5	.472365	unsat	13617
sortnet	mul_ineq_12	1	2.721598	unsat	12285
sortnet	mul_ineq_12	2	2.676412	unsat	12285
sortnet	mul_ineq_12	3	2.680034	unsat	12285
sortnet	mul_ineq_12	4	2.687007	unsat	12285
sortnet	mul_ineq_12	5	2.708280	unsat	12285
shift-add	overflow_detect_16	1	.007914	unsat	0
shift-add	overflow_detect_16	2	.007841	unsat	0
shift-add	overflow_detect_16	3	.007658	unsat	0
shift-add	overflow_detect_16	4	.007738	unsat	0
shift-add	overflow_detect_16	5	.007644	unsat	0
comba-cs	overflow_detect_16	1	.007651	unsat	0
comba-cs	overflow_detect_16	2	.007632	unsat	0
comba-cs	overflow_detect_16	3	.007620	unsat	0
comba-cs	overflow_detect_16	4	.007583	unsat	0
comba-cs	overflow_detect_16	5	.007539	unsat	0
dadda	overflow_detect_16	1	.007627	unsat	0
dadda	overflow_detect_16	2	.007725	unsat	0
dadda	overflow_detect_16	3	.007513	unsat	0
dadda	overflow_detect_16	4	.007683	unsat	0
dadda	overflow_detect_16	5	.007749	unsat	0
booth	overflow_detect_16	1	.008811	unsat	0
booth	overflow_detect_16	2	.008836	unsat	0
booth	overflow_detect_16	3	.008823	unsat	0
booth	overflow_detect_16	4	.008629	unsat	0
booth	overflow_detect_16	5	.008955	unsat	0
block4	overflow_detect_16	1	.008677	unsat	0
block4	overflow_detect_16	2	.008709	unsat	0
block4	overflow_detect_16	3	.008512	unsat	0
block4	overflow_detect_16	4	.008582	unsat	0
block4	overflow_detect_16	5	.008652	unsat	0
sortnet	overflow_detect_16	1	.074035	unsat	0
sortnet	overflow_detect_16	2	.074417	unsat	0
sortnet	overflow_detect_16	3	.074544	unsat	0
sortnet	overflow_detect_16	4	.073286	unsat	0
sortnet	overflow_detect_16	5	.074866	unsat	0
shift-add	div_mul_roundtrip_12	1	4.014732	unsat	108618
shift-add	div_mul_roundtrip_12	2	4.018330	unsat	108618
shift-add	div_mul_roundtrip_12	3	4.025566	unsat	108618
shift-add	div_mul_roundtrip_12	4	4.024897	unsat	108618
shift-add	div_mul_roundtrip_12	5	4.013556	unsat	108618
comba-cs	div_mul_roundtrip_12	1	4.041345	unsat	110752
comba-cs	div_mul_roundtrip_12	2	4.050279	unsat	110752
comba-cs	div_mul_roundtrip_12	3	4.032569	unsat	110752
comba-cs	div_mul_roundtrip_12	4	4.036306	unsat	110752
comba-cs	div_mul_roundtrip_12	5	4.041372	unsat	110752
dadda	div_mul_roundtrip_12	1	4.249135	unsat	111421
dadda	div_mul_roundtrip_12	2	4.257001	unsat	111421
dadda	div_mul_roundtrip_12	3	4.289138	unsat	111421
dadda	div_mul_roundtrip_12	4	4.267680	unsat	111421
dadda	div_mul_roundtrip_12	5	4.238873	unsat	111421
booth	div_mul_roundtrip_12	1	4.403588	unsat	115058
booth	div_mul_roundtrip_12	2	4.409485	unsat	115058
booth	div_mul_roundtrip_12	3	4.419232	unsat	115058
booth	div_mul_roundtrip_12	4	4.427871	unsat	115058
booth	div_mul_roundtrip_12	5	4.433533	unsat	115058
block4	div_mul_roundtrip_12	1	3.857886	unsat	103773
block4	div_mul_roundtrip_12	2	3.839979	unsat	103773
block4	div_mul_roundtrip_12	3	3.844668	unsat	103773
block4	div_mul_roundtrip_12	4	3.841679	unsat	103773
block4	div_mul_roundtrip_12	5	3.840569	unsat	103773
sortnet	div_mul_roundtrip_12	1	6.328253	unsat	110863
sortnet	div_mul_roundtrip_12	2	6.268032	unsat	110863
sortnet	div_mul_roundtrip_12	3	6.252837	unsat	110863
sortnet	div_mul_roundtrip_12	4	6.259316	unsat	110863
sortnet	div_mul_roundtrip_12	5	6.298888	unsat	110863
shift-add	bf16_mul_comm_v2	1	22.993759	unsat	417623
shift-add	bf16_mul_comm_v2	2	23.141690	unsat	417623
shift-add	bf16_mul_comm_v2	3	22.947474	unsat	417623
shift-add	bf16_mul_comm_v2	4	23.169931	unsat	417623
shift-add	bf16_mul_comm_v2	5	23.166727	unsat	417623
comba-cs	bf16_mul_comm_v2	1	11.253830	unsat	230430
comba-cs	bf16_mul_comm_v2	2	11.215607	unsat	230430
comba-cs	bf16_mul_comm_v2	3	11.146417	unsat	230430
comba-cs	bf16_mul_comm_v2	4	11.220423	unsat	230430
comba-cs	bf16_mul_comm_v2	5	11.207568	unsat	230430
dadda	bf16_mul_comm_v2	1	27.864521	unsat	429315
dadda	bf16_mul_comm_v2	2	27.944745	unsat	429315
dadda	bf16_mul_comm_v2	3	28.203432	unsat	429315
dadda	bf16_mul_comm_v2	4	28.115199	unsat	429315
dadda	bf16_mul_comm_v2	5	28.144630	unsat	429315
booth	bf16_mul_comm_v2	1	23.328705	unsat	417623
booth	bf16_mul_comm_v2	2	23.266577	unsat	417623
booth	bf16_mul_comm_v2	3	23.178000	unsat	417623
booth	bf16_mul_comm_v2	4	23.231020	unsat	417623
booth	bf16_mul_comm_v2	5	23.349763	unsat	417623
block4	bf16_mul_comm_v2	1	23.361532	unsat	417623
block4	bf16_mul_comm_v2	2	23.064561	unsat	417623
block4	bf16_mul_comm_v2	3	23.029224	unsat	417623
block4	bf16_mul_comm_v2	4	23.041468	unsat	417623
block4	bf16_mul_comm_v2	5	23.011151	unsat	417623
sortnet	bf16_mul_comm_v2	1	23.086298	unsat	417623
sortnet	bf16_mul_comm_v2	2	23.090021	unsat	417623
sortnet	bf16_mul_comm_v2	3	23.128642	unsat	417623
sortnet	bf16_mul_comm_v2	4	23.122695	unsat	417623
sortnet	bf16_mul_comm_v2	5	23.025352	unsat	417623
VARIANCE_DONE
